max_periods,n_groups,var,p_min,p_max,n_sims,intercept,slope
3,50,x1,0.0925,0.3570833333333333,500,0.09318141145658787,0.17295245127252865
3,50,x1,0.0925,0.3570833333333333,500,0.0850500157850224,0.1515545691654355
3,50,x1,0.0925,0.3570833333333333,500,0.10600074493889668,0.4561950295218069
3,50,x1,0.0925,0.3570833333333333,500,0.09329364940650951,0.09549745358397864
3,50,x1,0.0925,0.3570833333333333,500,0.07725851835679659,0.3291442988266312
3,50,x1,0.0925,0.3570833333333333,500,0.07752397700057129,0.3795150623639538
3,50,x1,0.0925,0.3570833333333333,500,0.08297714158048185,0.16947108959205892
3,50,x1,0.0925,0.3570833333333333,500,0.0755628024893916,0.8941815097138989
3,50,x1,0.0925,0.3570833333333333,500,0.08971520236144173,0.30399061778138997
3,50,x1,0.0925,0.3570833333333333,500,0.09241181915171509,0.1788285422264891
3,50,x1,0.0925,0.3570833333333333,500,0.07650104100329061,0.3976821903287702
3,50,x1,0.0925,0.3570833333333333,500,0.10887853809842415,0.2577850531618293
3,50,x1,0.0925,0.3570833333333333,500,0.07450711627569181,0.35456608135783035
3,50,x1,0.0925,0.3570833333333333,500,0.11205953834480199,0.35982804515124883
3,50,x1,0.0925,0.3570833333333333,500,0.07861444933625428,0.7490804030487391
3,50,x1,0.0925,0.3570833333333333,500,0.08858656153257893,0.3947450854496421
3,50,x1,0.0925,0.3570833333333333,500,0.10451299718766768,0.2859521175615274
3,50,x1,0.0925,0.3570833333333333,500,0.0875661696362097,0.1722012564069733
3,50,x1,0.0925,0.3570833333333333,500,0.1255113663234407,-0.0066157036414855475
3,50,x1,0.0925,0.3570833333333333,500,0.07368949627419552,0.4505163701616431
3,50,x1,0.0925,0.3570833333333333,500,0.08830777077048799,0.20012669363286467
3,50,x1,0.0925,0.3570833333333333,500,0.08609577222651128,0.20089248921558941
3,50,x1,0.0925,0.3570833333333333,500,0.058918265071242565,1.175512741824317
3,50,x1,0.0925,0.3570833333333333,500,0.14530636845135486,3.545048867365338e-4
3,50,x1,0.0925,0.3570833333333333,500,0.11336547007150798,0.41540605219280224
3,50,x1,0.0925,0.3570833333333333,500,0.0943470375099714,0.23422594267097346
3,50,x1,0.0925,0.3570833333333333,500,0.06790145782751122,0.6915094792432165
3,50,x1,0.0925,0.3570833333333333,500,0.06938693420387113,0.5433907745788724
3,50,x1,0.0925,0.3570833333333333,500,0.07452727670249042,0.6069167958268101
3,50,x1,0.0925,0.3570833333333333,500,0.10263603094285488,0.11468932507044538
3,50,x1,0.0925,0.3570833333333333,500,0.12558357212357352,0.2666737453132194
3,50,x1,0.0925,0.3570833333333333,500,0.1313485277700402,0.12294599555687213
3,50,x1,0.0925,0.3570833333333333,500,0.07625917467549462,0.5134285566393326
3,50,x1,0.0925,0.3570833333333333,500,0.09161450852519855,0.26749843790692274
3,50,x1,0.0925,0.3570833333333333,500,0.052692452251557456,0.34637099905966323
3,50,x1,0.0925,0.3570833333333333,500,0.09620948447509582,0.3215720257876569
3,50,x1,0.0925,0.3570833333333333,500,0.08233555321264537,0.19882681235740116
3,50,x1,0.0925,0.3570833333333333,500,0.07881131927409389,0.4276592089465489
3,50,x1,0.0925,0.3570833333333333,500,0.12135205652987176,0.30169784213373446
3,50,x1,0.0925,0.3570833333333333,500,0.10984635229802715,0.1580164580710692
3,50,x1,0.0925,0.3570833333333333,500,0.08943687859152694,0.2967071699837165
3,50,x1,0.0925,0.3570833333333333,500,0.0720314513749778,0.8790693302480604
3,50,x1,0.0925,0.3570833333333333,500,0.09098146389444761,0.4414236079431885
3,50,x1,0.0925,0.3570833333333333,500,0.11365056805142106,0.1391728603998667
3,50,x1,0.0925,0.3570833333333333,500,0.10377281296163642,0.3922703322228305
3,50,x1,0.0925,0.3570833333333333,500,0.06746073727209471,0.5608967767986156
3,50,x1,0.0925,0.3570833333333333,500,0.1212042033178139,0.08151146497650706
3,50,x1,0.0925,0.3570833333333333,500,0.028834038639429523,0.7376681497799389
3,50,x1,0.0925,0.3570833333333333,500,0.10249295807926832,0.2881902110112089
3,50,x1,0.0925,0.3570833333333333,500,0.08322325581457486,0.2484666328654699
3,50,x1,0.0925,0.3570833333333333,500,0.09688466717482455,0.32456039819618904
3,50,x1,0.0925,0.3570833333333333,500,0.07084458741749085,0.3603595267510204
3,50,x1,0.0925,0.3570833333333333,500,0.12244943126686046,0.07701174558523137
3,50,x1,0.0925,0.3570833333333333,500,0.07551237997300468,0.3367423883809384
3,50,x1,0.0925,0.3570833333333333,500,0.083352946451942,0.4007964070416799
3,50,x1,0.0925,0.3570833333333333,500,0.09419163649283903,0.19811797813112833
3,50,x1,0.0925,0.3570833333333333,500,0.07478766037247266,0.41955932192183143
3,50,x1,0.0925,0.3570833333333333,500,0.11217650489381238,0.23865762841094743
3,50,x1,0.0925,0.3570833333333333,500,0.0635730328646774,0.36404508178520434
3,50,x1,0.0925,0.3570833333333333,500,0.09555170867332732,0.4576741163586088
3,50,x1,0.0925,0.3570833333333333,500,0.07264782042618963,0.29463051130983176
3,50,x1,0.0925,0.3570833333333333,500,0.10899392018212502,0.10768076005812396
3,50,x1,0.0925,0.3570833333333333,500,0.09747735173551662,0.3846393790965384
3,50,x1,0.0925,0.3570833333333333,500,0.07963799537817683,0.4670207718634717
3,50,x1,0.0925,0.3570833333333333,500,0.14313866249805246,-0.05388385385993606
3,50,x1,0.0925,0.3570833333333333,500,0.045171403805970976,0.8584491939672105
3,50,x1,0.0925,0.3570833333333333,500,0.14012295537330122,0.1861657487429833
3,50,x1,0.0925,0.3570833333333333,500,0.08454305375959013,0.2221011300053564
3,50,x1,0.0925,0.3570833333333333,500,0.08011455087849845,0.7069661653044234
3,50,x1,0.0925,0.3570833333333333,500,0.11398507429551342,0.24139833581008788
3,50,x1,0.0925,0.3570833333333333,500,0.11458508339413691,-0.026917006084603963
3,50,x1,0.0925,0.3570833333333333,500,0.12319169637224038,0.16765565780223501
3,50,x1,0.0925,0.3570833333333333,500,0.13763867256845916,0.2082697210033193
3,50,x1,0.0925,0.3570833333333333,500,0.08267858851975264,0.3544025035711835
3,50,x1,0.0925,0.3570833333333333,500,0.11110010885256487,0.2307608779504954
3,50,x1,0.0925,0.3570833333333333,500,0.09014354276125165,0.31001326748879066
3,50,x1,0.0925,0.3570833333333333,500,0.07113547287787401,0.16984635810248522
3,50,x1,0.0925,0.3570833333333333,500,0.07732003909019211,0.3530971990051918
3,50,x1,0.0925,0.3570833333333333,500,0.10336098570624769,0.1650364958447511
3,50,x1,0.0925,0.3570833333333333,500,0.07646127859503617,0.17913356535905822
3,50,x1,0.0925,0.3570833333333333,500,0.12155209620071093,0.06568220832231965
3,50,x1,0.0925,0.3570833333333333,500,0.07256982378553832,0.3599125202251902
3,50,x1,0.0925,0.3570833333333333,500,0.09698798035684873,0.14257343459474647
3,50,x1,0.0925,0.3570833333333333,500,0.06755168464250272,0.39663660076899804
3,50,x1,0.0925,0.3570833333333333,500,0.097880943378388,0.2969881223786616
3,50,x1,0.0925,0.3570833333333333,500,0.06609867546228025,0.40516610907476697
3,50,x1,0.0925,0.3570833333333333,500,0.08232638301275215,0.2880466709144299
3,50,x1,0.0925,0.3570833333333333,500,0.10403913670540853,0.19333262691195358
3,50,x1,0.0925,0.3570833333333333,500,0.09692580841864307,0.32089965098314466
3,50,x1,0.0925,0.3570833333333333,500,0.04819616123286327,0.7031990864878748
3,50,x1,0.0925,0.3570833333333333,500,0.08747684562700966,0.2180936509883087
3,50,x1,0.0925,0.3570833333333333,500,0.07732966449117509,0.3637194389321542
3,50,x1,0.0925,0.3570833333333333,500,0.0575785921581758,0.8378679645332472
3,50,x1,0.0925,0.3570833333333333,500,0.1219942179995389,0.1037731784323568
3,50,x1,0.0925,0.3570833333333333,500,0.08528835834461136,0.1742397968581399
3,50,x1,0.0925,0.3570833333333333,500,0.09613947474395555,0.23112841645468407
3,50,x1,0.0925,0.3570833333333333,500,0.10120915758001275,0.21717112261472044
3,50,x1,0.0925,0.3570833333333333,500,0.04099235574049109,0.9268977030300265
3,50,x1,0.0925,0.3570833333333333,500,0.08760269592428419,0.19143509344568557
3,50,x1,0.0925,0.3570833333333333,500,0.08352749700615991,0.2642537091212691
3,50,x1,0.0925,0.3570833333333333,500,0.1107367241531594,0.17030020856038028
3,50,x1,0.0925,0.3570833333333333,500,0.08952262520179799,0.2723351660612214
3,50,x1,0.0925,0.3570833333333333,500,0.07920415013244228,0.5003262490526428
3,50,x1,0.0925,0.3570833333333333,500,0.08601887462498291,0.30306152621723703
3,50,x1,0.0925,0.3570833333333333,500,0.08158276951842072,0.342070075243545
3,50,x1,0.0925,0.3570833333333333,500,0.08133738259720728,0.177484078655967
3,50,x1,0.0925,0.3570833333333333,500,0.07397596147810656,0.21306467880553245
3,50,x1,0.0925,0.3570833333333333,500,0.0761043908685232,0.36489057831971383
3,50,x1,0.0925,0.3570833333333333,500,0.10255681111069179,0.15570392956761625
3,50,x1,0.0925,0.3570833333333333,500,0.0693008204209888,0.6142227869210545
3,50,x1,0.0925,0.3570833333333333,500,0.09493087814365468,0.28271965115344816
3,50,x1,0.0925,0.3570833333333333,500,0.06495107536725152,0.13900788424423463
3,50,x1,0.0925,0.3570833333333333,500,0.10442567996054436,0.350546587943671
3,50,x1,0.0925,0.3570833333333333,500,0.09786304413013042,0.2681635407453401
3,50,x1,0.0925,0.3570833333333333,500,0.1610974341967785,0.006017910831647762
3,50,x1,0.0925,0.3570833333333333,500,0.08261543435579885,0.29396108068716403
3,50,x1,0.0925,0.3570833333333333,500,0.12384562701224494,0.12128017114241499
3,50,x1,0.0925,0.3570833333333333,500,0.1276852931813084,0.06630332817574487
