max_periods,n_groups,var,p_min,p_max,n_sims,intercept,slope
3,50,x1,0.043750000000000004,0.255,500,0.04006089707112752,0.24658117357425124
3,50,x1,0.043750000000000004,0.255,500,0.03222668218784936,0.3571169839246713
3,50,x1,0.043750000000000004,0.255,500,0.06003715261663223,0.1737361884309163
3,50,x1,0.043750000000000004,0.255,500,0.056430942360154744,0.09892738585503114
3,50,x1,0.043750000000000004,0.255,500,0.03670879631624453,0.2595399443937728
3,50,x1,0.043750000000000004,0.255,500,0.06295319949754799,0.06660150772270237
3,50,x1,0.043750000000000004,0.255,500,0.04122163776775005,0.13430599334455168
3,50,x1,0.043750000000000004,0.255,500,0.026676343942066992,0.29012750316259317
3,50,x1,0.043750000000000004,0.255,500,0.023491495269036797,0.5802399525218891
3,50,x1,0.043750000000000004,0.255,500,0.035398267095087116,0.3023082771068262
3,50,x1,0.043750000000000004,0.255,500,0.044372336783814505,0.10063910683641826
3,50,x1,0.043750000000000004,0.255,500,0.06027232698244833,0.20781473253095786
3,50,x1,0.043750000000000004,0.255,500,0.03430228800283601,0.3592775708067807
3,50,x1,0.043750000000000004,0.255,500,0.01912217810023986,0.5483670529268141
3,50,x1,0.043750000000000004,0.255,500,0.02033156648646529,0.443978123410033
3,50,x1,0.043750000000000004,0.255,500,0.028939692519441975,0.3707427075300565
3,50,x1,0.043750000000000004,0.255,500,0.053901019316477686,0.1078648140589939
3,50,x1,0.043750000000000004,0.255,500,0.057403390941633436,0.18475705572051193
3,50,x1,0.043750000000000004,0.255,500,0.0436375636935629,0.2662989127886314
3,50,x1,0.043750000000000004,0.255,500,0.04967397123837579,0.3237532716255271
3,50,x1,0.043750000000000004,0.255,500,0.04294979864754065,0.14774636041788922
3,50,x1,0.043750000000000004,0.255,500,0.03414921802227144,0.23429513466906993
3,50,x1,0.043750000000000004,0.255,500,0.041338600451394376,0.3351008169798464
3,50,x1,0.043750000000000004,0.255,500,0.04869390123621333,0.17233617757490233
3,50,x1,0.043750000000000004,0.255,500,0.031045323911285554,0.24968128049905688
3,50,x1,0.043750000000000004,0.255,500,0.03667203022589025,0.37734510654811854
3,50,x1,0.043750000000000004,0.255,500,0.046526862242910125,0.13684031531710317
3,50,x1,0.043750000000000004,0.255,500,0.05549505257692709,0.22062699805473118
3,50,x1,0.043750000000000004,0.255,500,0.03946435175240396,0.22430365844046157
3,50,x1,0.043750000000000004,0.255,500,0.05613866068139719,0.24126245111104982
3,50,x1,0.043750000000000004,0.255,500,0.042656535954448994,0.1755636663534581
3,50,x1,0.043750000000000004,0.255,500,0.044883038369560854,0.13468063328574273
3,50,x1,0.043750000000000004,0.255,500,0.04292386917845992,0.33522314670616915
3,50,x1,0.043750000000000004,0.255,500,0.027088284239555945,0.45409019380615884
3,50,x1,0.043750000000000004,0.255,500,0.06634964815842279,0.055607761830321074
3,50,x1,0.043750000000000004,0.255,500,0.035901315905702794,0.2953036953060926
3,50,x1,0.043750000000000004,0.255,500,0.04015297086038695,0.13565398653226338
3,50,x1,0.043750000000000004,0.255,500,0.03834722037505914,0.28909735344088877
3,50,x1,0.043750000000000004,0.255,500,0.03972775191215992,0.4234882934410441
3,50,x1,0.043750000000000004,0.255,500,0.047905623022291975,0.20396596890465488
3,50,x1,0.043750000000000004,0.255,500,0.041879796556251965,0.22298635934000996
3,50,x1,0.043750000000000004,0.255,500,0.044063603160399596,0.24514940719876346
3,50,x1,0.043750000000000004,0.255,500,0.03831513334130597,0.356867946109421
3,50,x1,0.043750000000000004,0.255,500,0.04734262616156097,0.43042633633723065
3,50,x1,0.043750000000000004,0.255,500,0.04057706555719757,0.13744490009338803
3,50,x1,0.043750000000000004,0.255,500,0.0474290517751322,0.11626757087358669
3,50,x1,0.043750000000000004,0.255,500,0.012460296678412475,0.5105793399465979
3,50,x1,0.043750000000000004,0.255,500,0.027999309577984317,0.40424835923972474
3,50,x1,0.043750000000000004,0.255,500,0.043519589602244606,0.25383352454187
3,50,x1,0.043750000000000004,0.255,500,0.03666493874089715,0.3245596075549617
3,50,x1,0.043750000000000004,0.255,500,0.03851453905005793,0.284444935874354
3,50,x1,0.043750000000000004,0.255,500,0.04424042572552842,0.1641270591939885
3,50,x1,0.043750000000000004,0.255,500,0.039827428671290944,0.11654745678570834
3,50,x1,0.043750000000000004,0.255,500,0.03859115363780465,0.35534837705621464
3,50,x1,0.043750000000000004,0.255,500,0.058475012788717654,0.22575116580196866
3,50,x1,0.043750000000000004,0.255,500,0.04704183188856648,0.10403551720174156
3,50,x1,0.043750000000000004,0.255,500,0.05110829791618349,0.25396372618948204
3,50,x1,0.043750000000000004,0.255,500,0.05344152886221802,0.22148747792322773
3,50,x1,0.043750000000000004,0.255,500,0.03984412900413339,0.12560773519810486
3,50,x1,0.043750000000000004,0.255,500,0.03032963694826111,0.6142975466743347
3,50,x1,0.043750000000000004,0.255,500,0.034715993851631814,0.2485298924295222
3,50,x1,0.043750000000000004,0.255,500,0.05346621771331636,0.1790182430825821
3,50,x1,0.043750000000000004,0.255,500,0.02673066750069069,0.45907228019765
3,50,x1,0.043750000000000004,0.255,500,0.04644713657186365,0.1956433275680021
3,50,x1,0.043750000000000004,0.255,500,0.0340249942565592,0.37399963688929494
3,50,x1,0.043750000000000004,0.255,500,0.038869974684885095,0.27305264079403674
3,50,x1,0.043750000000000004,0.255,500,0.051088001732527186,0.21839718831417962
3,50,x1,0.043750000000000004,0.255,500,0.04523378025544588,0.1518972050261332
3,50,x1,0.043750000000000004,0.255,500,0.042505299577478894,0.3871158264937946
3,50,x1,0.043750000000000004,0.255,500,0.04694968920932074,0.10152570255309305
3,50,x1,0.043750000000000004,0.255,500,0.04073310101752993,0.2931797639753282
3,50,x1,0.043750000000000004,0.255,500,0.02872603913256379,0.17003378727532933
3,50,x1,0.043750000000000004,0.255,500,0.04569071395502165,0.2794429784261738
3,50,x1,0.043750000000000004,0.255,500,0.033713862774411324,0.3543420790109165
3,50,x1,0.043750000000000004,0.255,500,0.01682926280451073,0.40682628995923187
3,50,x1,0.043750000000000004,0.255,500,0.04522926340878573,0.15056075373860703
3,50,x1,0.043750000000000004,0.255,500,0.02062158487087784,0.38310169826532736
3,50,x1,0.043750000000000004,0.255,500,0.05907512345458487,0.12313254776159352
3,50,x1,0.043750000000000004,0.255,500,0.06087090799884347,0.0530885126922881
3,50,x1,0.043750000000000004,0.255,500,0.058003413857761275,0.10321976156479516
3,50,x1,0.043750000000000004,0.255,500,0.03909283444248215,0.4387034575168124
3,50,x1,0.043750000000000004,0.255,500,0.03411943020582235,0.2084228226514083
3,50,x1,0.043750000000000004,0.255,500,0.049031703711092466,0.22066824618400946
3,50,x1,0.043750000000000004,0.255,500,0.0742885231099449,0.09703316043322892
3,50,x1,0.043750000000000004,0.255,500,0.03546691722497381,0.3212430907241213
3,50,x1,0.043750000000000004,0.255,500,0.04710515812301713,0.272927610654536
3,50,x1,0.043750000000000004,0.255,500,0.060195816403141936,0.21655944892635362
3,50,x1,0.043750000000000004,0.255,500,0.04409479147220255,0.2402588966385868
3,50,x1,0.043750000000000004,0.255,500,0.0696687866225639,0.09096278400587084
3,50,x1,0.043750000000000004,0.255,500,0.06024234940841675,0.09768796681512565
3,50,x1,0.043750000000000004,0.255,500,0.03794478914542107,0.23468170513578232
3,50,x1,0.043750000000000004,0.255,500,0.02651381452101456,0.4018495188604451
3,50,x1,0.043750000000000004,0.255,500,0.06161161624812771,0.15352974677373665
3,50,x1,0.043750000000000004,0.255,500,0.045946616057279954,0.2428615497537301
3,50,x1,0.043750000000000004,0.255,500,0.06508991150085927,-0.021529837891695942
3,50,x1,0.043750000000000004,0.255,500,0.04753907798105383,0.08254654036770476
3,50,x1,0.043750000000000004,0.255,500,0.03046159365685617,0.4237363802004669
3,50,x1,0.043750000000000004,0.255,500,0.00803128792094358,0.5564243735163188
3,50,x1,0.043750000000000004,0.255,500,0.06561825708730577,0.06664660124104368
3,50,x1,0.043750000000000004,0.255,500,0.050506167808695296,0.10368794466229093
