max_periods,n_groups,var,p_min,p_max,n_sims,intercept,slope
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.017907490902110048,0.4068981513455333
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.04642846455998153,0.24100550841537535
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.03468671644886641,0.23355034553439363
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.038192996661983204,0.4648649352275859
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.025318591109557923,0.45700069134547944
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.04158434899645069,0.47756055613823084
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.03798193604919862,0.3998681324413368
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.016926022013708995,0.825200141168086
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.03194362010348226,0.4893276630251613
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.020020553532772007,0.5249484711927307
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.04636858330686381,0.35412541271831555
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.0390212439238741,0.2069352664521167
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.029700853380181195,0.34885033444970476
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.020232063342963794,0.6314854539610104
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.030518506610119192,0.2906129980456754
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.03439755080064124,0.5895600923616451
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.015621172147367756,0.5590871932433834
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.0361162443246651,0.30708351586281535
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.033863297344137136,0.36389160902326845
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.02172138522148024,0.3624633302729742
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.010397926683672502,0.4632820939988843
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.013131260314857932,0.6158915194731586
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.027071922368017455,0.4672303292490435
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.05462181474267618,0.22589421083457728
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.045743694547034176,0.37529286745027163
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.022068930188057844,0.40042975874517944
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.06124713619789495,0.20055373301964532
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.02148247116381932,0.4347928642607647
3,50,x1,0.028750000000000005,0.41833333333333333,500,0.04485219437533188,0.15071116744727198
