max_periods,n_groups,var,p_min,p_max,n_sims,intercept,slope
3,50,x1,0.04,0.31625000000000003,500,0.03303239761339419,0.2528196514665074
3,50,x1,0.04,0.31625000000000003,500,0.02736138393639897,0.24960274571143834
3,50,x1,0.04,0.31625000000000003,500,0.03993216187863849,0.20113218021164825
3,50,x1,0.04,0.31625000000000003,500,0.032992155257587405,0.375210802956515
3,50,x1,0.04,0.31625000000000003,500,0.00405649250647792,0.6699466262312079
3,50,x1,0.04,0.31625000000000003,500,0.03914115702778591,0.43390070175183526
3,50,x1,0.04,0.31625000000000003,500,0.027768176198911903,0.2710702209509232
3,50,x1,0.04,0.31625000000000003,500,0.044615380016737545,0.24152397182021496
3,50,x1,0.04,0.31625000000000003,500,0.04855616316697138,0.23330724954949197
3,50,x1,0.04,0.31625000000000003,500,0.015398429701956028,0.3723725554882403
3,50,x1,0.04,0.31625000000000003,500,0.034454142692916453,0.2981712136972263
3,50,x1,0.04,0.31625000000000003,500,0.04594311795202512,0.4410029723073725
3,50,x1,0.04,0.31625000000000003,500,0.03135514057434848,0.30957606832248374
3,50,x1,0.04,0.31625000000000003,500,0.01921588273551397,0.45368732604665396
3,50,x1,0.04,0.31625000000000003,500,0.04140259349020065,0.2245526182181964
3,50,x1,0.04,0.31625000000000003,500,0.03952304979658056,0.2017988685907194
3,50,x1,0.04,0.31625000000000003,500,0.04278695920768382,0.23274448627150454
3,50,x1,0.04,0.31625000000000003,500,0.06783465269083705,0.0920261026582792
3,50,x1,0.04,0.31625000000000003,500,0.05805342375103239,0.1924551396995802
3,50,x1,0.04,0.31625000000000003,500,0.02880977372738707,0.44805332043455637
3,50,x1,0.04,0.31625000000000003,500,0.032518626120960716,0.4371082630133049
3,50,x1,0.04,0.31625000000000003,500,0.04118283119990906,0.46396327771375173
3,50,x1,0.04,0.31625000000000003,500,0.04575220108030356,0.20835747111705952
3,50,x1,0.04,0.31625000000000003,500,0.011171203964347357,0.6310219242781601
3,50,x1,0.04,0.31625000000000003,500,0.023110648125193842,0.3945307352748111
3,50,x1,0.04,0.31625000000000003,500,0.062212398628555696,0.2511373197718407
3,50,x1,0.04,0.31625000000000003,500,0.054231959057089774,0.12316253184699298
3,50,x1,0.04,0.31625000000000003,500,0.055610603859504074,0.14192819221583905
3,50,x1,0.04,0.31625000000000003,500,0.025888566639145065,0.2682343225835659
3,50,x1,0.04,0.31625000000000003,500,0.027245778263071976,0.5067210002370058
3,50,x1,0.04,0.31625000000000003,500,0.05796513123878387,0.07450266010737269
3,50,x1,0.04,0.31625000000000003,500,0.03990233719055484,0.19660658926158084
3,50,x1,0.04,0.31625000000000003,500,0.016387149821311054,0.49004594240237187
3,50,x1,0.04,0.31625000000000003,500,0.05598334939936501,0.08514716047243523
3,50,x1,0.04,0.31625000000000003,500,0.035594550890104514,0.22064425909486085
3,50,x1,0.04,0.31625000000000003,500,0.042300241975550254,0.23702365340304918
3,50,x1,0.04,0.31625000000000003,500,0.043623992500305325,0.21661221925172872
3,50,x1,0.04,0.31625000000000003,500,0.015950971732962674,0.41758042936650047
3,50,x1,0.04,0.31625000000000003,500,0.033844327604203035,0.16144000534148603
3,50,x1,0.04,0.31625000000000003,500,0.03741644738264309,0.3631209801362485
3,50,x1,0.04,0.31625000000000003,500,0.05910623725732453,0.16054340181321713
3,50,x1,0.04,0.31625000000000003,500,0.041468420560448686,0.4503667173619583
3,50,x1,0.04,0.31625000000000003,500,0.034449069291372,0.4506223952108879
3,50,x1,0.04,0.31625000000000003,500,0.03178154412774633,0.38394174724018104
3,50,x1,0.04,0.31625000000000003,500,0.04552953010290218,0.22916813266253058
3,50,x1,0.04,0.31625000000000003,500,0.036960251863456264,0.2047706289080947
3,50,x1,0.04,0.31625000000000003,500,0.020195045154521373,0.38869896992505903
3,50,x1,0.04,0.31625000000000003,500,0.0439888477657603,0.23450639428499234
3,50,x1,0.04,0.31625000000000003,500,0.04937613464843962,0.09983524865426043
3,50,x1,0.04,0.31625000000000003,500,0.042627716525711706,0.30575380222756915
3,50,x1,0.04,0.31625000000000003,500,0.02599661154346034,0.2980340182155377
3,50,x1,0.04,0.31625000000000003,500,0.039942658005277215,0.12457489111327222
3,50,x1,0.04,0.31625000000000003,500,0.025028334774397608,0.36590593136660843
3,50,x1,0.04,0.31625000000000003,500,0.03942597165454338,0.2852764388950608
3,50,x1,0.04,0.31625000000000003,500,0.05674903768508976,0.25138757293895375
3,50,x1,0.04,0.31625000000000003,500,0.047978907100764766,0.16756429931551303
3,50,x1,0.04,0.31625000000000003,500,0.01202440835680604,0.5662464660415792
3,50,x1,0.04,0.31625000000000003,500,0.05885543599212446,0.10862191468334081
3,50,x1,0.04,0.31625000000000003,500,0.03416475213634153,0.2712743905955962
3,50,x1,0.04,0.31625000000000003,500,0.030412695341412124,0.3731528714841191
3,50,x1,0.04,0.31625000000000003,500,0.022898585797109055,0.45683076974051623
3,50,x1,0.04,0.31625000000000003,500,0.052001119399776176,0.2789548568276986
